[0]workload_name,[1]chunks_per_rank,[2]num_ranks,[3]timer_tag,[4]elapsed_seconds,[5]chunk_size_bytes,[6]io_participation,[7]filter
HDF5-ZFP,4,16,read_chunk,0.001759,4194304,collective,zfp_compress
HDF5-ZFP,4,16,read_all_chunks,0.008579,4194304,collective,zfp_compress
HDF5-ZFP,4,32,write_chunk,0.004754,4194304,collective,zfp_compress
HDF5-ZFP,4,32,write_all_chunks,0.030171,4194304,collective,zfp_compress
HDF5-ZFP,4,32,read_chunk,0.003557,4194304,collective,zfp_compress
HDF5-ZFP,4,32,read_all_chunks,0.015989,4194304,collective,zfp_compress
HDF5-ZFP,4,64,write_chunk,0.006884,4194304,collective,zfp_compress
HDF5-ZFP,4,64,write_all_chunks,0.040546,4194304,collective,zfp_compress
HDF5-ZFP,4,64,read_chunk,0.005123,4194304,collective,zfp_compress
HDF5-ZFP,4,64,read_all_chunks,0.022441,4194304,collective,zfp_compress
HDF5-ZFP,4,128,write_chunk,0.010622,4194304,collective,zfp_compress
HDF5-ZFP,4,128,write_all_chunks,0.060317,4194304,collective,zfp_compress
HDF5-ZFP,4,128,read_chunk,0.009312,4194304,collective,zfp_compress
HDF5-ZFP,4,128,read_all_chunks,0.039654,4194304,collective,zfp_compress
HDF5-ZFP,4,256,write_chunk,0.017329,4194304,collective,zfp_compress
HDF5-ZFP,4,256,write_all_chunks,0.083608,4194304,collective,zfp_compress
HDF5-ZFP,4,256,read_chunk,0.012037,4194304,collective,zfp_compress
HDF5-ZFP,4,256,read_all_chunks,0.060979,4194304,collective,zfp_compress
